Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
ZVKP4AIIQ7VMCD4QW44FAUAF,Campanula americana (Tall Bellflower),,Gallon,,Camame9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
ZBGYEEVEKNXYP7ZDUJQXAZQ3,Campanula americana (Tall Bellflower),,True Gallon,,Camame12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
UOR5L2DLUVZS5ZHRWZ2E4ERO,Campanula rotundifolia (Harebell),,"4.5"" Pot",,Camrot3,"Rosette forming, upright perennial that readily reseeds and spreads.  Blooms delightful purple bell-shaped flowers.

Size: Height: 1' - 2' ; Width: 0.5' - 1'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

janetgraham84new, CC BY 2.0 , via Wikimedia Commons,  English:  Steve Redman (MORA), Public domain, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
XKJCUWVUOFQA5ZY2WZJ3FQIT,Campanula rotundifolia (Harebell),,Gallon,,Camrot9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
7SZBHXCE446IKAN5BWBADLXT,Campanula rotundifolia (Harebell),,True Gallon,,Camrot12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
EQVIM6KHOZOL5SLKXA3RNKUW,Carex amphibola (Creek Sedge),,"3.5"" Pot",,Caramp2,"Vigorous clump forming sedge with narrow, arching leaves. Good for shade and rain gardens. Deer and pest resistant. Attracts skipper butterflies.

Size: Height: 1.5' - 1.5' ; Width: 1.5' -1.5'
Light: Shade (Full)
Moisture: Moist, Standing Water,

-

Photo by Doug McGreedy",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,183,,,,Y
37QFHJJZ7UDWOM2P2B5JDTQM,Carex amphibola (Creek Sedge),,"4.5"" Pot",,Caramp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
2HYSHY3DQ6DMMZ6DRNA467VX,Carex amphibola (Creek Sedge),,Gallon,,Caramp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,3,,,,Y
XNYWAPJYBVWLJAJMPIFYBBMH,Carex appalachica (Appalachian Sedge),,"3.5"" Pot",,Carapp2,"Weeping sedge with hair like foliage grows in attractive mounded tufts. Can be used as ground cover or replacement for grass. Adaptable to difficult dry areas. Deer tolerant.

Size: Height: 0.5' - 0.5' ; Width: 1.5' -1.5'
Light: Shade (Part-Full)
Moisture: Dry, Medium,

-",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,55,,,,Y
M7A7XSIK7SV6W2ANVUQCIX4T,Carex appalachica (Appalachian Sedge),,"4.5"" Pot",,Carapp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
3UKIQXXEWXW7PLCMM2WEPT3U,Carex appalachica (Appalachian Sedge),,Gallon,,Carapp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
PZ2FAQVYQLK7AII2MKC44MHV,Carex blanda (Eastern Woodland Sedge),,"3.5"" Pot",,Carbla2,"This evergreen sedge displays small flower-spikes in late spring. Drought tolerant. Evergreen

Size: Height: 1' - 2' ; Width: 2' -2'
Light: Shade (Part-Full)
Moisture: Medium, 

-

Alison Northup, CC BY 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,26,,,,Y
BMVD66HABGCH25NXHOJLYSJD,Carex blanda (Eastern Woodland Sedge),,"4.5"" Pot",,Carbla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
L57GIU5U2XAXONHEX6DBNTVF,Carex blanda (Eastern Woodland Sedge),,Gallon,,Carbla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,11,,,,Y
KTN7UAEJQXKYSRUQSTVP2OGU,Carex eburnea (Bristle-Leaved Sedge),,"3.5"" Pot",,Carebu2,"Soft thread-like leaves form spherical porcupine-like clumps. Will thrive with consistent moisture but can adapt to sandy or rocky soils.

Size: Height: 0.5' - 1' ; Width: 0.5' -1'
Light: Shade (Full)
Moisture: Medium,

-

By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76394287
By Reuven Martin - https://www.inaturalist.org/observations/25533727, CC0, https://commons.wikimedia.org/w/index.php?curid=87489679",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
WNJH35IOXI2Z6EIOIYADBAMN,Carex eburnea (Bristle-Leaved Sedge),,"4.5"" Pot",,Carebu3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
DW5EGZFT4BXRVR6BZCFNT64S,Carex eburnea (Bristle-Leaved Sedge),,Gallon,,Carebu9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
LJVGFUUORTSXXRCLKXFMAXAE,Carex flaccosperma (Blue Wood Sedge),,"3.5"" Pot",,Carfla2,"Evergreen sedge with arching blue-green leaves forms slowing spreading clumps. Grows best in evenly moist woodland areas with bright shade but will take some sun.

Size: Height: 1' - 1' ; Width: 1' -1'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

By Choess - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=21911967, DouglasGoldman, CC BY-SA 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,37,,,,Y
ZNJ7LONVWVG2R4PNBJBQUOVT,Carex flaccosperma (Blue Wood Sedge),,"4.5"" Pot",,Carfla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
PR2T5XULPEQSHW5EVGJW3DOL,Carex flaccosperma (Blue Wood Sedge),,Gallon,,Carfla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,1,,,,Y
QUGHYXBQOSZDXHQHTXJ4NQ5F,Carex pensylvanica (Pennsylvania Sedge),,"3.5"" Pot",,Carpen2,"This soft, graceful ground cover is semi-evergreen in milder climates. It can be used as a lawn alternative but does not tolerate foot traffic.

Size: Height: 0.1' - 1' ; Width: 0.5' -1'
Light: Shade (Part-Full)
Moisture: Dry, Medium,

-

By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52326399 By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61092351",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,4,,,,Y
RFVWJ2R7KPNQZX55QAFE33EW,Carex pensylvanica (Pennsylvania Sedge),,"4.5"" Pot",,Carpen3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
N64NXNNCCYWR45AZ3YTJXANP,Carex pensylvanica (Pennsylvania Sedge),,Gallon,,Carpen9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
PYDSMNO6EGB4YPH7WBNCBROD,Carex plantaginea (Broad leafed Sedge),,"3.5"" Pot",,Carpla2,"Herbaceous perennial sedge with broad plantain-like leaves and brown to purple blooms.

Size: Height: 0.5' - 3' ; 0.5' - 1'
Light: Shade (Part-Full)
Moisture: Moist,

-",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,N,,,170,,,,Y
NPUPOXNNWX3V555FDTUVC76S,Carex plantaginea (Broad leafed Sedge),,"4.5"" Pot",,Carpla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,N,,,0,,,,Y
WJXPAAUARSIIENKYVV4XHRJE,Carex plantaginea (Broad leafed Sedge),,Gallon,,Carpla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,N,,,0,,,,Y
L6O3CK6PGCO3T7KOGWWCKP6I,Carex radiata (Eastern Star Sedge),,"3.5"" Pot",,Carrad2,"Evergreen clump growing sedge. Grass-like medium blades. Tolerates wet soil.

Size: Height: 0.5' - 2.5' ; Width: 2' -2'
Light: Shade (Full)
Moisture: Moist, Standing Water,

-

By Daderot - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=28311200",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,275,,,,Y
C45OE3CI6BXJ4ZWYQFFPX2EY,Carex radiata (Eastern Star Sedge),,"4.5"" Pot",,Carrad3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
3RVENVQILJ77IU372JFJGJNE,Carex radiata (Eastern Star Sedge),,Gallon,,Carrad9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,42,,,,Y
ZTVJLDHI26HMLQKICSJHLTJ4,Carex vulpinoidea (Fox Sedge),,"3.5"" Pot",,Carvul2,"Narrow grass-like leaves grow in clumps in wet soils. Seedheads spread out from the center of the clump, resembling a fox tail. Can spread quickly. Deer tolerant.

Size: Height: 1' - 3' ; Width: 1' -2'
Light: Shade (Part-Full)
Moisture: Standing Water,

-

Jay Sturner from USA [CC BY (https://creativecommons.org/licenses/by/2.0)]",Grass,Grass,,,,,hidden,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
FXFS4KIOWTRPEFJL6AAZ53HP,Carex vulpinoidea (Fox Sedge),,"4.5"" Pot",,Carvul3,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
TXD6A34BJQRFJFB4NFFML72W,Carex vulpinoidea (Fox Sedge),,Gallon,,Carvul9,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
HI5L4EWSDJLWKEQXZBISAWG5,Carpinus caroliniana (Ironwood),,Gallon,,Carcar9,"The smooth, gray trunk of this tree is extremely tough. An excellent understory tree, making its home in woods, valleys, ravine bottoms, and rocky slopes along streams.

Size: Height: 22' - 35' ; Width: 20' -35'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Sherief Saleh - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29353164, Agnieszka Kwiecień, Nova, CC BY-SA 4.0 , via Wikimedia Commons
Tom Potterfield: https://www.flickr.com/photos/tgpotterfield/27039345680",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
3RPM7DTPTFMP7OHJUYKCVDMI,Carpinus caroliniana (Ironwood),,True Gallon,,Carcar12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,2,,,,Y
5NVVLC6Z77EEMSFUAWMF5UZ6,Carpinus caroliniana (Ironwood),,2 Gallon,,Carcar15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,8,,,,Y
VD64LA5M2ROWRGHK7DVLCZZP,Carpinus caroliniana (Ironwood),,3 Gallon,,Carcar18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,7,,,,Y
ENX32YQME2B7CIR3S7N4F4F3,Carpinus caroliniana (Ironwood),,5 Gallon,,Carcar21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,0,,,,Y
CNBW7K4CCJ6WL4NDATDOJODJ,Castanea dentata (American Chestnut),,Gallon,,Casden9,"Despite problems with blight, this tree can easily grow to 35', providing habitat and food for birds and insects. It also shoots out smaller trees that will establish even after the main tree suffers.

Size: Height: 50' - 75' ; Width: 50' -75'
Light: Sun (Full)
Moisture: Medium, 

-

Agnieszka Kwiecień, Nova, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,40.00,,N,,N,,N,,,0,,,,Y
2JR5EZHBDQD3ACAIC2F6MITY,Castanea dentata (American Chestnut),,True Gallon,,Casden12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,0,,,,Y
REVJBSU5T3MKCBOWZEBR2VUF,Castanea dentata (American Chestnut),,2 Gallon,,Casden15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,2,,,,Y
CL2N6PFYCAKZ5XJXK7FE4UHP,Castanea dentata (American Chestnut),,3 Gallon,,Casden18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,0,,,,Y
BOUMXNK3VTDOVZKMPZ6SHICV,Castanea dentata (American Chestnut),,5 Gallon,,Casden21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,100.00,,N,,,,N,,,0,,,,Y
5JIMDGT4B42AHKK4ZYUQ2Z27,Castanea pumila (Allegheny Chinquapin),,Gallon,,Caspum9,"This smaller chestnut-tree provides excellent wildlife food and cover. Matures quickly.

Size: Height: 15' - 30' ; Width: 10' -20'
Light: Sun (Part-Full)
Moisture: Medium, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Michael Ellis [CC BY (https://creativecommons.org/licenses/by/4.0)], Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
I2XTSWBFCQYAVQBSBDMTOLLZ,Castanea pumila (Allegheny Chinquapin),,True Gallon,,Caspum12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
GZSRXWC7Y5GWBITAIQORRBQ6,Castanea pumila (Allegheny Chinquapin),,2 Gallon,,Caspum15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,,,,16,,,,Y
RY7G7MJTFGI23X3HNUTFKRE2,Castanea pumila (Allegheny Chinquapin),,3 Gallon,,Caspum18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,,,,10,,,,Y
HR23UO6V3HWTKVEU2DU7PKK5,Castanea pumila (Allegheny Chinquapin),,5 Gallon,,Caspum21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,,,,13,,,,Y
IQWGG53WVYR5RYLKYI6HSRXV,Ceanothus americanus (New Jersey Tea),,"4.5"" Pot",,Ceaame3,"Dense, compact shrub with cylindrical groups of small white flowers that bloom in early spring. Dried leaves used as a caffeine-free tea. Can grown in rocky, dry soil. Drought resistant.

Size: Height: 3' - 4' ; Width: 3' -5'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

User:JohnOyston, CC BY-SA 1.0 , via Wikimedia Commons, Francis Groeters, CC BY-SA 4.0 , via Wikimedia Commons
Mtneva, CC BY-SA 4.0 , via Wikimedia Commons
H. Zell, CC BY-SA 3.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,20.00,,N,,N,,,,,3,,,,Y
Q5AUF2P47CEY7SWXYSWMLWD3,Ceanothus americanus (New Jersey Tea),,Gallon,,Ceaame9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,10,,,,Y
5UZMUASMNVRGEJFR2VR4SLGY,Ceanothus americanus (New Jersey Tea),,True Gallon,,Ceaame12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,0,,,,Y
FT35M7NFCOVZ7LZ4CAOGJ4HC,Cephalanthus occidentalis (Buttonbush),,Gallon,,Cepocc9,"Flood tolerant, even to standing water. Small, fragrant white flowers in early to mid-summer, and attract bees and butterflies. Hard spherical fruits emerge in late summer and persist through winter. 

Size: Height: 5' - 12' ; Width: 4' -8'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Jim Evans [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Agnieszka Kwiecień, Nova, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
AAUHERHXHCTTLRFMK5FKB6PG,Cephalanthus occidentalis (Buttonbush),,True Gallon,,Cepocc12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
XVN5QZRWNQTZSZ7XIMGA7C2K,Cephalanthus occidentalis (Buttonbush),,2 Gallon,,Cepocc15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,2,,,,Y
AHIFWDB6FOFUONX7NKT36OQ3,Cephalanthus occidentalis (Buttonbush),,3 Gallon,,Cepocc18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,17,,,,Y
K443VZ5LWZURONY2UZANLELM,Cephalanthus occidentalis (Buttonbush),,5 Gallon,,Cepocc21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,10,,,,Y
F4VG4QF46QAVG2ACAEYXJR4J,Cercis canadensis (Eastern Redbud),,Gallon,,Cercan9,"Pea-like, rose-purple flowers bloom in early spring before the foliage emerges. Flowers give way to flattened seed pods that mature to brown in the summer and can feed wildlife through the winter. Attracts butterflies. Deer, clay soil resistant.

Size: Height: 20' - 30' ; Width: 25' -35'
Light: Shade (Part-Full)
Moisture: Dry, Medium, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Famartin, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
BZU6QEXNBYBSBTHMSBWJEP5L,Cercis canadensis (Eastern Redbud),,True Gallon,,Cercan12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,2,,,,Y
WAOGVJXC3UVZBIUJVULWX3KG,Cercis canadensis (Eastern Redbud),,2 Gallon,,Cercan15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,-1,,,,Y
QSRBINEHCXVY2BNSKQIGB6BK,Cercis canadensis (Eastern Redbud),,3 Gallon,,Cercan18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
TB2USKEWE4KOPCIKI6JYRYRD,Cercis canadensis (Eastern Redbud),,5 Gallon,,Cercan21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
SATIBLFV57PQCXN74LNL7JHK,Chamaecrista fasciculata (Partridge Pea),,"4.5"" Pot",,Chafas3,"Showy, 1"" yellow flowers bloom in late summer in small clusters. Flowers will close when touched. Seed pods mature from green to brown and are eaten by birds. Drought tolerant.

Size: Height: 1' - 3' ; Width: 1' -3'
Light: Sun (Full)
Moisture: Dry, Medium,

-

Fritzflohrreynolds [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)]",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,6.00,,N,,,,,,,0,,,,Y
KFLD2MWRND62VGHUFEWG4FEH,Chamaecrista fasciculata (Partridge Pea),,Gallon,,Chafas9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
S7ZKQXC7IM2X4DI3VBBJUK5G,Chamaecrista fasciculata (Partridge Pea),,True Gallon,,Chafas12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,,,,0,,,,Y
J7K7OKEYT4FLJRQZ3QIYTJYH,Chasmanthium latifolium (River Oats),,"3.5"" Pot",,Chalat2,"Shade tolerant, aggressive spreading grass. Characterized by striking flat, drooping seed heads that flutter in the breeze and turn bronze late summer. 

Size: Height: 2' - 5' ; Width: 1' -2.5'
Light: Shade (Part-Full)
Moisture: Dry, Moist, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,70,,,,Y
LFSEY3QB3EZXEM3534QYYKEH,Chasmanthium latifolium (River Oats),,"4.5"" Pot",,Chalat3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
GRXFOIOCDZ5ZIRU4VEIKBP5N,Chasmanthium latifolium (River Oats),,Gallon,,Chalat9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
VO2ALT3H25S67M4OELHI7JL6,Chelone glabra (White Turtlehead),,"4.5"" Pot",,Chegla3,"Clump forming perennial that blooms late summer to fall. White two-lipped flowers with a tinge of pink on spike like terminal racemes. Lance-shaped dark green leaves. Attracts pollinators and hummingbirds.

Size: Height: 2' - 3' ; Width: 1.5' -2.5'
Light: Sun (Part-Full)
Moisture: Medium, Moist,

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons
Superior National Forest, CC BY 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,15,,,,Y
VA4MZOVWBA3HO2DMGOG73DRU,Chelone glabra (White Turtlehead),,Gallon,,Chegla9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
GUWKPFUI2ELPDDSGA4ZNPDBA,Chelone glabra (White Turtlehead),,True Gallon,,Chegla12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
W6W7T6C4PFXFOOPGYAMK2B4O,Chionanthus virginicus (Fringe Tree),,Gallon,,Chivir9,"Fragrant, drooping, fringe-like clusters of flowers bloom in spring and female plants give rise to dark, bluish fruits that feed wildlife. Tolerates clay.

Size: Height: 12' - 20' ; Width: 12' -20'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,39,,,,Y
3YT7RGYO25R4UUQBWKZWTFNE,Chionanthus virginicus (Fringe Tree),,True Gallon,,Chivir12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,45,,,,Y
D7RS2M57JNMJEWKMPL2XHVN6,Chionanthus virginicus (Fringe Tree),,2 Gallon,,Chivir15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
TNHJA6744IIZRYHIYB277SP6,Chionanthus virginicus (Fringe Tree),,3 Gallon,,Chivir18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
H3HWNTKLC7YX6FXZPKYDPTUK,Chionanthus virginicus (Fringe Tree),,5 Gallon,,Chivir21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
IIUU3E4DMQI44ZNHLP23IRFE,Chrysopsis mariana (Maryland Golden Aster),,"4.5"" Pot",,Chrmar3,"Short lived perennial aster that readily reseeds itself.  Produces long blooming bright yellow daisy-like flowers.  Drought resistant. Attracts butterflies and bees.

Size: Height: 1' - 2' ; Width: 1' - 2'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons,  Masebrock, Public domain, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
A5XTMCL7JEKANRPY67457Y2B,Chrysopsis mariana (Maryland Golden Aster),,Gallon,,Chrmar9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
U7SLAR7C6RS23QQOPTHG4C73,Chrysopsis mariana (Maryland Golden Aster),,True Gallon,,Chrmar12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
DT4P6XEEK5BLI53N7NUXCZBA,Clematis occidentalis var. occidentalis (Purple Clematis),,"4.5"" Pot",,Cleocc3,"Trailing vine that blooms lavender purple to pinkish grey showy flowers.

Size: Height: 3' - 6' ; Width: 1' - 2'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

Thayne Tuason, CC BY-SA 4.0 , via Wikimedia Commons,  Thayne Tuason, CC BY-SA 4.0 , via Wikimedia Commons, U.S. Fish and Wildlife Service - Midwest Region, Public domain, via Wikimedia Commons",Vine,Vine,,,,,hidden,Physical good,,,,N,N,N,Y,15.00,,N,,N,,N,,,0,,,,Y
XN2L3FUXAC3DOGH53YRX457M,Clematis occidentalis var. occidentalis (Purple Clematis),,Gallon,,Cleocc9,,Vine,Vine,,,,,hidden,Physical good,,,,,,,,22.00,,N,,,,N,,,0,,,,Y
4WGJ4IUQVOI6EGZOODYMCF5G,Clematis occidentalis var. occidentalis (Purple Clematis),,2 Gallon,,Cleocc15,,Vine,Vine,,,,,hidden,Physical good,,,,,,,,37.00,,N,,,,N,,,0,,,,Y
ENUXFGO2KJOESX4LOSUB6AVJ,Clematis virginiana (Virgin's Bower),,"4.5"" Pot",,Clevir3,"This vine blooms can grow to 20' tall with support; without it will spread as a ground cover. White flowers in spires are fragrant and bloom in fall which give way to plumes of seed heads. Can spread aggressively.

Size: Height: 15' - 20' ; Width: 3' -6'
Light: Sun (Part-Full)
Moisture: Dry, Moist,

-

R. A. Nonenmacher, CC BY-SA 4.0 , via Wikimedia Commons, Cbaile19, CC0, via Wikimedia Commons",Vine,Vine,,,,,visible,Physical good,,,,N,N,N,Y,15.00,,N,,N,,N,,,0,,,,Y
MUZJP56KMDRPCNJYFZKNF3YR,Clematis virginiana (Virgin's Bower),,Gallon,,Clevir9,,Vine,Vine,,,,,visible,Physical good,,,,,,,,22.00,,N,,,,N,,,4,,,,Y
R53X5W2JONT3GGIHBHLPXNZE,Clematis virginiana (Virgin's Bower),,2 Gallon,,Clevir15,,Vine,Vine,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,N,,,5,,,,Y
